T,T1,regime,group,thscode,name,industry,score,factors,reason,catalyst,tech,watch,watch_range,risk,priority
2026-01-07,2026-01-08,defensive,nlu,688709.SH,成都华微,半导体,96.23125,"{'sector': 0.9615625, 'trend': 1.0, 'pos': 1.0, 'mom': 1.0, 'liq': 1.0, 'recog': 0.85}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[半导体](当日涨幅分位94%, 板块涨停3家) 距60日高点7.8% 20日涨幅20.7%",板块[半导体]轮动延续/资金承接,收盘48.33 MA20上方 量比0.84,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收48.33,板块退潮补跌/资金承接不足/持续阴跌,1
2026-01-08,2026-01-09,normal,lu,001400.SZ,江顺科技,专用设备,94.0,"{'theme': 1.0, 'ladder': 1.0, 'seal': 0.7, 'time': 1.0, 'liq': 1.0, 'struct': 1.0}",涨停组: 商业航天方向 3板 封单比10.9% 涨停时间09:35 题材内涨停18家 成交3.1亿,商业航天+液冷服务器+铝挤压模具,3连板 换手承接量比0.84,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收103.26,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-01-08,2026-01-09,normal,lu,601399.SH,国机重装,专用设备,92.5,"{'theme': 1.0, 'ladder': 0.9, 'seal': 0.7, 'time': 1.0, 'liq': 1.0, 'struct': 1.0}",涨停组: 可控核聚变方向 2板 封单比14.8% 涨停时间09:34 题材内涨停6家 成交15.5亿,可控核聚变+工业母机+央企,2连板 换手承接量比0.85,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收6.06,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-01-08,2026-01-09,normal,nlu,002414.SZ,高德红外,军工电子,96.80625,"{'sector': 0.9903125, 'trend': 1.0, 'pos': 1.0, 'mom': 1.0, 'liq': 1.0, 'recog': 0.85}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[军工电子](当日涨幅分位98%, 板块涨停5家) 距60日高点4.4% 20日涨幅28.3%",板块[军工电子]轮动延续/资金承接,收盘16.15 MA20上方 量比0.89,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收16.15,板块退潮补跌/资金承接不足/持续阴跌,1
2026-01-08,2026-01-09,normal,nlu,002829.SZ,星网宇达,军工装备,96.75625,"{'sector': 0.9878125, 'trend': 1.0, 'pos': 1.0, 'mom': 1.0, 'liq': 1.0, 'recog': 0.85}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[军工装备](当日涨幅分位99%, 板块涨停7家) 距60日高点4.3% 20日涨幅16.3%",板块[军工装备]轮动延续/资金承接,收盘32.35 MA20上方 量比0.86,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收32.35,板块退潮补跌/资金承接不足/持续阴跌,1
2026-01-09,2026-01-12,aggressive,lu,002519.SZ,银河电子,军工电子,94.0,"{'theme': 1.0, 'ladder': 0.6, 'seal': 1.0, 'time': 1.0, 'liq': 1.0, 'struct': 1.0}",涨停组: 商业航天方向 5板 封单比37.9% 涨停时间09:31 题材内涨停16家 成交7.8亿,商业航天+军工电子+储能,5连板 换手承接量比0.83,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收10.43,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-01-09,2026-01-12,aggressive,lu,001400.SZ,江顺科技,专用设备,88.0,"{'theme': 1.0, 'ladder': 0.8, 'seal': 0.7, 'time': 0.85, 'liq': 1.0, 'struct': 1.0}",涨停组: 商业航天方向 4板 封单比10.3% 涨停时间09:49 题材内涨停16家 成交4.4亿,商业航天+液冷服务器+铝挤压模具,4连板 换手承接量比1.05,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收113.59,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-01-09,2026-01-12,aggressive,nlu,300347.SZ,泰格医药,医疗服务,96.19375,"{'sector': 0.9596875, 'trend': 1.0, 'pos': 1.0, 'mom': 1.0, 'liq': 1.0, 'recog': 0.85}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[医疗服务](当日涨幅分位93%, 板块涨停4家) 距60日高点2.7% 20日涨幅20.6%",板块[医疗服务]轮动延续/资金承接,收盘60.02 MA20上方 量比1.14,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收60.02,板块退潮补跌/资金承接不足/持续阴跌,1
2026-01-09,2026-01-12,aggressive,nlu,688158.SH,优刻得-W,IT服务,95.69375,"{'sector': 0.9346875, 'trend': 1.0, 'pos': 1.0, 'mom': 1.0, 'liq': 1.0, 'recog': 0.85}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[IT服务](当日涨幅分位92%, 板块涨停4家) 距60日高点4.4% 20日涨幅24.5%",板块[IT服务]轮动延续/资金承接,收盘30.10 MA20上方 量比1.05,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收30.10,板块退潮补跌/资金承接不足/持续阴跌,1
2026-01-12,2026-01-13,aggressive,lu,300244.SZ,迪安诊断,医疗服务,92.5,"{'theme': 1.0, 'ladder': 0.9, 'seal': 0.7, 'time': 1.0, 'liq': 1.0, 'struct': 1.0}",涨停组: AI智能体方向 2板 封单比11.1% 涨停时间09:30 题材内涨停21家 成交13.8亿,AI智能体+AI医疗+诊断服务,2连板 换手承接量比1.00,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收26.06,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-01-12,2026-01-13,aggressive,lu,601106.SH,中国一重,专用设备,91.0,"{'theme': 1.0, 'ladder': 0.8, 'seal': 0.7, 'time': 1.0, 'liq': 1.0, 'struct': 1.0}",涨停组: 商业航天方向 4板 封单比12.0% 涨停时间09:37 题材内涨停34家 成交22.4亿,商业航天+可控核聚变+资产出售,4连板 换手承接量比1.45,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收5.95,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-01-12,2026-01-13,aggressive,nlu,600893.SH,航发动力,军工装备,96.0875,"{'sector': 0.954375, 'trend': 1.0, 'pos': 1.0, 'mom': 1.0, 'liq': 1.0, 'recog': 0.85}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[军工装备](当日涨幅分位92%, 板块涨停4家) 距60日高点2.0% 20日涨幅23.4%",板块[军工装备]轮动延续/资金承接,收盘44.86 MA20上方 量比1.05,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收44.86,板块退潮补跌/资金承接不足/持续阴跌,1
2026-01-12,2026-01-13,aggressive,nlu,600936.SH,北投科技,IT服务,95.6875,"{'sector': 0.9843749999999999, 'trend': 1.0, 'pos': 1.0, 'mom': 1.0, 'liq': 0.6, 'recog': 1.0}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[IT服务](当日涨幅分位98%, 板块涨停11家) 距60日高点6.7% 20日涨幅26.2%",板块[IT服务]轮动延续/资金承接,收盘4.72 MA20上方 量比0.89,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收4.72,板块退潮补跌/资金承接不足/持续阴跌,1
2026-01-13,2026-01-14,defensive,lu,601992.SH,金隅集团,建筑材料,93.5,"{'theme': 0.8, 'ladder': 0.9, 'seal': 1.0, 'time': 1.0, 'liq': 1.0, 'struct': 1.0}",涨停组: 商业航天方向 2板 封单比86.1% 涨停时间09:30 题材内涨停5家 成交3.9亿,商业航天+可控核聚变+北京国资,2连板 换手承接量比1.10,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收2.13,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-01-13,2026-01-14,defensive,lu,002219.SZ,新里程,医疗服务,83.25,"{'theme': 0.6, 'ladder': 0.55, 'seal': 1.0, 'time': 1.0, 'liq': 1.0, 'struct': 1.0}",涨停组: AI医疗方向 1板 封单比21.5% 涨停时间09:30 题材内涨停4家 成交5.2亿,AI医疗+银发经济+资产注入+医疗服务,1连板 换手承接量比2.13,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收2.5,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-01-13,2026-01-14,defensive,nlu,002821.SZ,凯莱英,医疗服务,96.84375,"{'sector': 0.9921875, 'trend': 1.0, 'pos': 1.0, 'mom': 1.0, 'liq': 1.0, 'recog': 0.85}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[医疗服务](当日涨幅分位99%, 板块涨停11家) 距60日高点4.5% 20日涨幅12.5%",板块[医疗服务]轮动延续/资金承接,收盘104.96 MA20上方 量比1.20,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收104.96,板块退潮补跌/资金承接不足/持续阴跌,1
2026-01-14,2026-01-15,normal,lu,600662.SH,外服控股,其他社会服务,98.5,"{'theme': 1.0, 'ladder': 0.9, 'seal': 1.0, 'time': 1.0, 'liq': 1.0, 'struct': 1.0}",涨停组: AI应用方向 2板 封单比23.7% 涨停时间09:38 题材内涨停7家 成交4.6亿,AI应用+人力资源服务+上海国企改革,2连板 换手承接量比2.40,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收6.25,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-01-14,2026-01-15,normal,lu,002879.SZ,长缆科技,电网设备,93.25,"{'theme': 1.0, 'ladder': 0.55, 'seal': 1.0, 'time': 1.0, 'liq': 1.0, 'struct': 1.0}",涨停组: 商业航天方向 1板 封单比23.2% 涨停时间09:25 题材内涨停11家 成交3.0亿,商业航天+超高压电缆+液冷+股份支付费用冲回,1连板 换手承接量比1.15,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收20.76,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-01-14,2026-01-15,normal,nlu,300678.SZ,中科信息,IT服务,96.63125,"{'sector': 0.9815625, 'trend': 1.0, 'pos': 1.0, 'mom': 1.0, 'liq': 1.0, 'recog': 0.85}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[IT服务](当日涨幅分位97%, 板块涨停8家) 距60日高点4.9% 20日涨幅25.0%",板块[IT服务]轮动延续/资金承接,收盘36.53 MA20上方 量比1.01,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收36.53,板块退潮补跌/资金承接不足/持续阴跌,1
2026-01-14,2026-01-15,normal,nlu,300347.SZ,泰格医药,医疗服务,95.76249999999999,"{'sector': 0.9381249999999999, 'trend': 1.0, 'pos': 1.0, 'mom': 1.0, 'liq': 1.0, 'recog': 0.85}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[医疗服务](当日涨幅分位89%, 板块涨停3家) 距60日高点3.1% 20日涨幅27.8%",板块[医疗服务]轮动延续/资金承接,收盘62.82 MA20上方 量比1.16,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收62.82,板块退潮补跌/资金承接不足/持续阴跌,1
2026-01-15,2026-01-16,defensive,lu,600662.SH,外服控股,其他社会服务,68.0,"{'theme': 0.2, 'ladder': 1.0, 'seal': 0.4, 'time': 1.0, 'liq': 1.0, 'struct': 1.0}",涨停组: AI应用方向 3板 封单比5.2% 涨停时间09:30 题材内涨停2家 成交9.9亿,AI应用+人力资源服务+上海国企改革,3连板 换手承接量比2.49,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收6.88,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-01-15,2026-01-16,defensive,lu,603023.SH,威帝股份,汽车零部件,65.25,"{'theme': 0.2, 'ladder': 0.55, 'seal': 1.0, 'time': 1.0, 'liq': 0.6, 'struct': 0.6}",涨停组: 重大资产重组方向 1板 封单比76.6% 涨停时间09:35 题材内涨停2家 成交1.8亿,重大资产重组+乘用车拓展+无人驾驶+国企改革,1连板 换手承接量比0.74,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收5.94,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-01-15,2026-01-16,defensive,nlu,000792.SZ,盐湖股份,农化制品,91.74375,"{'sector': 0.8871875, 'trend': 1.0, 'pos': 1.0, 'mom': 0.7, 'liq': 1.0, 'recog': 0.85}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[农化制品](当日涨幅分位95%, 板块涨停3家) 距60日高点3.4% 20日涨幅34.4%",板块[农化制品]轮动延续/资金承接,收盘33.62 MA20上方 量比0.80,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收33.62,板块退潮补跌/资金承接不足/持续阴跌,1
2026-01-16,2026-01-19,defensive,lu,002339.SZ,积成电子,电网设备,90.25,"{'theme': 1.0, 'ladder': 0.55, 'seal': 1.0, 'time': 0.85, 'liq': 1.0, 'struct': 1.0}",涨停组: 电网设备方向 1板 封单比26.6% 涨停时间10:24 题材内涨停6家 成交7.2亿,电网设备+中标+特高压,1连板 换手承接量比1.58,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收10.36,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-01-16,2026-01-19,defensive,lu,603638.SH,艾迪精密,工程机械,87.25,"{'theme': 1.0, 'ladder': 0.55, 'seal': 1.0, 'time': 0.7, 'liq': 1.0, 'struct': 1.0}",涨停组: 人形机器人方向 1板 封单比17.2% 涨停时间10:36 题材内涨停7家 成交3.3亿,人形机器人+RV减速机+储能,1连板 换手承接量比1.97,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收21.27,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-01-16,2026-01-19,defensive,nlu,002281.SZ,光迅科技,通信设备,92.69375,"{'sector': 0.6346875, 'trend': 1.0, 'pos': 1.0, 'mom': 1.0, 'liq': 1.0, 'recog': 1.0}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[通信设备](当日涨幅分位77%, 板块涨停1家) 距60日高点5.5% 20日涨幅11.5%",板块[通信设备]轮动延续/资金承接,收盘76.50 MA20上方 量比0.82,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收76.50,板块退潮补跌/资金承接不足/持续阴跌,1
2026-01-19,2026-01-20,normal,lu,601616.SH,广电电气,电网设备,98.5,"{'theme': 1.0, 'ladder': 0.9, 'seal': 1.0, 'time': 1.0, 'liq': 1.0, 'struct': 1.0}",涨停组: 电网设备方向 2板 封单比17.9% 涨停时间09:31 题材内涨停6家 成交6.5亿,电网设备+数据中心+出口,2连板 换手承接量比1.62,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收5.04,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-01-19,2026-01-20,normal,lu,002339.SZ,积成电子,电网设备,98.5,"{'theme': 1.0, 'ladder': 0.9, 'seal': 1.0, 'time': 1.0, 'liq': 1.0, 'struct': 1.0}",涨停组: 电网设备方向 2板 封单比15.3% 涨停时间09:34 题材内涨停6家 成交7.5亿,电网设备+中标+特高压,2连板 换手承接量比1.35,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收11.4,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-01-19,2026-01-20,normal,nlu,002707.SZ,众信旅游,旅游及酒店,96.9125,"{'sector': 0.8456250000000001, 'trend': 1.0, 'pos': 1.0, 'mom': 1.0, 'liq': 1.0, 'recog': 1.0}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[旅游及酒店](当日涨幅分位93%, 板块涨停2家) 距60日高点7.8% 20日涨幅19.4%",板块[旅游及酒店]轮动延续/资金承接,收盘8.38 MA20上方 量比1.08,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收8.38,板块退潮补跌/资金承接不足/持续阴跌,1
2026-01-19,2026-01-20,normal,nlu,000792.SZ,盐湖股份,农化制品,93.925,"{'sector': 0.84625, 'trend': 1.0, 'pos': 1.0, 'mom': 1.0, 'liq': 1.0, 'recog': 0.85}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[农化制品](当日涨幅分位92%, 板块涨停2家) 距60日高点4.0% 20日涨幅26.3%",板块[农化制品]轮动延续/资金承接,收盘33.42 MA20上方 量比0.60,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收33.42,板块退潮补跌/资金承接不足/持续阴跌,1
2026-01-20,2026-01-21,defensive,lu,601616.SH,广电电气,电网设备,85.0,"{'theme': 0.4, 'ladder': 1.0, 'seal': 1.0, 'time': 1.0, 'liq': 1.0, 'struct': 1.0}",涨停组: 电网设备方向 3板 封单比45.4% 涨停时间09:30 题材内涨停3家 成交4.0亿,电网设备+数据中心+出口,3连板 换手承接量比0.90,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收5.54,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-01-20,2026-01-21,defensive,lu,002165.SZ,红宝丽,化学制品,75.25,"{'theme': 0.4, 'ladder': 0.55, 'seal': 1.0, 'time': 0.85, 'liq': 1.0, 'struct': 1.0}",涨停组: 环氧丙烷方向 1板 封单比25.5% 涨停时间10:08 题材内涨停3家 成交7.3亿,环氧丙烷+硬泡聚醚+异丙醇胺,1连板 换手承接量比2.13,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收8.72,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-01-20,2026-01-21,defensive,nlu,002601.SZ,龙佰集团,化学原料,95.975,"{'sector': 0.94875, 'trend': 1.0, 'pos': 1.0, 'mom': 1.0, 'liq': 1.0, 'recog': 0.85}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[化学原料](当日涨幅分位95%, 板块涨停3家) 距60日高点2.5% 20日涨幅12.7%",板块[化学原料]轮动延续/资金承接,收盘20.67 MA20上方 量比1.20,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收20.67,板块退潮补跌/资金承接不足/持续阴跌,1
2026-01-21,2026-01-22,aggressive,lu,002809.SZ,红墙股份,化学制品,78.5,"{'theme': 0.2, 'ladder': 0.9, 'seal': 1.0, 'time': 1.0, 'liq': 1.0, 'struct': 1.0}",涨停组: 环氧丙烷方向 2板 封单比16.9% 涨停时间09:30 题材内涨停2家 成交3.6亿,环氧丙烷+化工+装配式建筑,2连板 换手承接量比2.45,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收13.31,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-01-21,2026-01-22,aggressive,lu,301031.SZ,中熔电气,其他电子,78.25,"{'theme': 0.4, 'ladder': 0.55, 'seal': 1.0, 'time': 1.0, 'liq': 1.0, 'struct': 1.0}",涨停组: 2025年报预增方向 1板 封单比30.3% 涨停时间09:30 题材内涨停3家 成交7.2亿,2025年报预增+储能+数据中心+熔断器龙头,1连板 换手承接量比1.24,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收143.4,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-01-21,2026-01-22,aggressive,nlu,002130.SZ,沃尔核材,其他电子,98.66875,"{'sector': 0.9334375, 'trend': 1.0, 'pos': 1.0, 'mom': 1.0, 'liq': 1.0, 'recog': 1.0}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[其他电子](当日涨幅分位92%, 板块涨停3家) 距60日高点3.1% 20日涨幅16.6%",板块[其他电子]轮动延续/资金承接,收盘30.65 MA20上方 量比0.85,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收30.65,板块退潮补跌/资金承接不足/持续阴跌,1
2026-01-21,2026-01-22,aggressive,nlu,603728.SH,鸣志电器,电机,96.2375,"{'sector': 0.961875, 'trend': 1.0, 'pos': 1.0, 'mom': 1.0, 'liq': 1.0, 'recog': 0.85}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[电机](当日涨幅分位94%, 板块涨停3家) 距60日高点2.0% 20日涨幅18.5%",板块[电机]轮动延续/资金承接,收盘76.28 MA20上方 量比0.97,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收76.28,板块退潮补跌/资金承接不足/持续阴跌,1
