T,T1,regime,group,thscode,name,industry,score,factors,reason,catalyst,tech,watch,watch_range,risk,priority
2026-01-08,2026-01-09,normal,nlu,600589.SH,大位科技,IT服务,98.5078125,"{'sector': 0.9403125000000001, 'trend': 1.0, 'pos': 1.0, 'mom': 1.0, 'liq': 1.0, 'recog': 1.0}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[IT服务](当日涨幅分位92%, 板块涨停3家) 距60日高点4.7% 20日涨幅15.2%",板块[IT服务]轮动延续/资金承接,收盘8.81 MA20上方 量比1.72,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收8.81,板块退潮补跌/资金承接不足/持续阴跌,1
2026-01-08,2026-01-09,normal,nlu,000733.SZ,振华科技,军工电子,97.7578125,"{'sector': 0.9903125, 'trend': 1.0, 'pos': 1.0, 'mom': 1.0, 'liq': 1.0, 'recog': 0.6}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[军工电子](当日涨幅分位98%, 板块涨停5家) 距60日高点1.5% 20日涨幅16.9%",板块[军工电子]轮动延续/资金承接,收盘56.23 MA20上方 量比1.19,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收56.23,板块退潮补跌/资金承接不足/持续阴跌,1
2026-01-09,2026-01-12,aggressive,lu,002519.SZ,银河电子,军工电子,94.0,"{'theme': 1.0, 'ladder': 0.6, 'seal': 1.0, 'time': 1.0, 'liq': 1.0, 'struct': 1.0}",涨停组: 商业航天方向 5板 封单比37.9% 涨停时间09:31 题材内涨停16家 成交7.8亿,商业航天+军工电子+储能,5连板 换手承接量比0.83,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收10.43,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-01-09,2026-01-12,aggressive,lu,001400.SZ,江顺科技,专用设备,88.75,"{'theme': 1.0, 'ladder': 0.8, 'seal': 0.7, 'time': 0.85, 'liq': 1.0, 'struct': 1.0}",涨停组: 商业航天方向 4板 封单比10.3% 涨停时间09:49 题材内涨停16家 成交4.4亿,商业航天+液冷服务器+铝挤压模具,4连板 换手承接量比1.05,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收113.59,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-01-09,2026-01-12,aggressive,nlu,002405.SZ,四维图新,软件开发,97.671875,"{'sector': 0.9368749999999999, 'trend': 1.0, 'pos': 1.0, 'mom': 1.0, 'liq': 1.0, 'recog': 0.85}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[软件开发](当日涨幅分位92%, 板块涨停3家) 距60日高点5.7% 20日涨幅26.4%",板块[软件开发]轮动延续/资金承接,收盘10.45 MA20上方 量比0.77,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收10.45,板块退潮补跌/资金承接不足/持续阴跌,1
2026-01-09,2026-01-12,aggressive,nlu,002182.SZ,宝武镁业,小金属,97.5234375,"{'sector': 0.9809375, 'trend': 1.0, 'pos': 1.0, 'mom': 1.0, 'liq': 1.0, 'recog': 0.6}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[小金属](当日涨幅分位98%, 板块涨停3家) 距60日高点2.4% 20日涨幅20.5%",板块[小金属]轮动延续/资金承接,收盘17.15 MA20上方 量比0.76,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收17.15,板块退潮补跌/资金承接不足/持续阴跌,1
2026-01-12,2026-01-13,aggressive,lu,605398.SH,新炬网络,IT服务,91.0,"{'theme': 1.0, 'ladder': 0.55, 'seal': 1.0, 'time': 0.85, 'liq': 1.0, 'struct': 1.0}",涨停组: AI应用方向 1板 封单比18.3% 涨停时间10:05 题材内涨停8家 成交4.0亿,AI应用+智能运维+信创生态,1连板 换手承接量比1.62,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收34.36,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-01-12,2026-01-13,aggressive,lu,601106.SH,中国一重,专用设备,91.0,"{'theme': 1.0, 'ladder': 0.8, 'seal': 0.7, 'time': 1.0, 'liq': 1.0, 'struct': 1.0}",涨停组: 商业航天方向 4板 封单比12.0% 涨停时间09:37 题材内涨停34家 成交22.4亿,商业航天+可控核聚变+资产出售,4连板 换手承接量比1.45,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收5.95,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-01-12,2026-01-13,aggressive,nlu,605168.SH,三人行,文化传媒,98.9296875,"{'sector': 0.9871875000000001, 'trend': 1.0, 'pos': 1.0, 'mom': 1.0, 'liq': 1.0, 'recog': 0.85}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[文化传媒](当日涨幅分位98%, 板块涨停25家) 距60日高点2.1% 20日涨幅28.7%",板块[文化传媒]轮动延续/资金承接,收盘44.00 MA20上方 量比1.20,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收44.00,板块退潮补跌/资金承接不足/持续阴跌,1
2026-01-12,2026-01-13,aggressive,nlu,000733.SZ,振华科技,军工电子,97.6171875,"{'sector': 0.9846874999999999, 'trend': 1.0, 'pos': 1.0, 'mom': 1.0, 'liq': 1.0, 'recog': 0.6}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[军工电子](当日涨幅分位97%, 板块涨停8家) 距60日高点0.8% 20日涨幅20.0%",板块[军工电子]轮动延续/资金承接,收盘58.42 MA20上方 量比1.16,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收58.42,板块退潮补跌/资金承接不足/持续阴跌,1
2026-01-13,2026-01-14,defensive,lu,601992.SH,金隅集团,建筑材料,93.5,"{'theme': 0.8, 'ladder': 0.9, 'seal': 1.0, 'time': 1.0, 'liq': 1.0, 'struct': 1.0}",涨停组: 商业航天方向 2板 封单比86.1% 涨停时间09:30 题材内涨停5家 成交3.9亿,商业航天+可控核聚变+北京国资,2连板 换手承接量比1.10,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收2.13,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-01-13,2026-01-14,defensive,nlu,002821.SZ,凯莱英,医疗服务,97.8046875,"{'sector': 0.9921875, 'trend': 1.0, 'pos': 1.0, 'mom': 1.0, 'liq': 1.0, 'recog': 0.6}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[医疗服务](当日涨幅分位99%, 板块涨停11家) 距60日高点4.5% 20日涨幅12.5%",板块[医疗服务]轮动延续/资金承接,收盘104.96 MA20上方 量比1.20,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收104.96,板块退潮补跌/资金承接不足/持续阴跌,1
2026-01-13,2026-01-14,defensive,nlu,605168.SH,三人行,文化传媒,97.1953125,"{'sector': 0.9178124999999999, 'trend': 1.0, 'pos': 1.0, 'mom': 1.0, 'liq': 1.0, 'recog': 0.85}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[文化传媒](当日涨幅分位84%, 板块涨停6家) 距60日高点2.7% 20日涨幅28.8%",板块[文化传媒]轮动延续/资金承接,收盘43.74 MA20上方 量比0.88,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收43.74,板块退潮补跌/资金承接不足/持续阴跌,1
2026-01-14,2026-01-15,normal,lu,600662.SH,外服控股,其他社会服务,98.5,"{'theme': 1.0, 'ladder': 0.9, 'seal': 1.0, 'time': 1.0, 'liq': 1.0, 'struct': 1.0}",涨停组: AI应用方向 2板 封单比23.7% 涨停时间09:38 题材内涨停7家 成交4.6亿,AI应用+人力资源服务+上海国企改革,2连板 换手承接量比2.40,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收6.25,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-01-14,2026-01-15,normal,lu,002879.SZ,长缆科技,电网设备,93.25,"{'theme': 1.0, 'ladder': 0.55, 'seal': 1.0, 'time': 1.0, 'liq': 1.0, 'struct': 1.0}",涨停组: 商业航天方向 1板 封单比23.2% 涨停时间09:25 题材内涨停11家 成交3.0亿,商业航天+超高压电缆+液冷+股份支付费用冲回,1连板 换手承接量比1.15,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收20.76,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-01-14,2026-01-15,normal,nlu,002803.SZ,吉宏股份,互联网电商,99.1171875,"{'sector': 0.9946875, 'trend': 1.0, 'pos': 1.0, 'mom': 1.0, 'liq': 1.0, 'recog': 0.85}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[互联网电商](当日涨幅分位100%, 板块涨停3家) 距60日高点3.4% 20日涨幅22.3%",板块[互联网电商]轮动延续/资金承接,收盘19.55 MA20上方 量比1.49,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收19.55,板块退潮补跌/资金承接不足/持续阴跌,1
2026-01-14,2026-01-15,normal,nlu,002373.SZ,千方科技,IT服务,98.7890625,"{'sector': 0.9815625, 'trend': 1.0, 'pos': 1.0, 'mom': 1.0, 'liq': 1.0, 'recog': 0.85}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[IT服务](当日涨幅分位97%, 板块涨停8家) 距60日高点2.9% 20日涨幅26.3%",板块[IT服务]轮动延续/资金承接,收盘13.37 MA20上方 量比1.24,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收13.37,板块退潮补跌/资金承接不足/持续阴跌,1
2026-01-15,2026-01-16,defensive,lu,600662.SH,外服控股,其他社会服务,68.0,"{'theme': 0.2, 'ladder': 1.0, 'seal': 0.4, 'time': 1.0, 'liq': 1.0, 'struct': 1.0}",涨停组: AI应用方向 3板 封单比5.2% 涨停时间09:30 题材内涨停2家 成交9.9亿,AI应用+人力资源服务+上海国企改革,3连板 换手承接量比2.49,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收6.88,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-01-15,2026-01-16,defensive,nlu,600138.SH,中青旅,旅游及酒店,97.2421875,"{'sector': 0.9196875, 'trend': 1.0, 'pos': 1.0, 'mom': 1.0, 'liq': 1.0, 'recog': 0.85}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[旅游及酒店](当日涨幅分位91%, 板块涨停3家) 距60日高点2.6% 20日涨幅10.3%",板块[旅游及酒店]轮动延续/资金承接,收盘10.27 MA20上方 量比1.68,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收10.27,板块退潮补跌/资金承接不足/持续阴跌,1
2026-01-15,2026-01-16,defensive,nlu,002371.SZ,北方华创,半导体,95.46875,"{'sector': 0.8987499999999999, 'trend': 1.0, 'pos': 1.0, 'mom': 1.0, 'liq': 1.0, 'recog': 0.6}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[半导体](当日涨幅分位91%, 板块涨停4家) 距60日高点3.3% 20日涨幅14.4%",板块[半导体]轮动延续/资金承接,收盘506.27 MA20上方 量比1.16,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收506.27,板块退潮补跌/资金承接不足/持续阴跌,1
2026-01-16,2026-01-19,defensive,lu,002339.SZ,积成电子,电网设备,91.0,"{'theme': 1.0, 'ladder': 0.55, 'seal': 1.0, 'time': 0.85, 'liq': 1.0, 'struct': 1.0}",涨停组: 电网设备方向 1板 封单比26.6% 涨停时间10:24 题材内涨停6家 成交7.2亿,电网设备+中标+特高压,1连板 换手承接量比1.58,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收10.36,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-01-16,2026-01-19,defensive,nlu,002185.SZ,华天科技,半导体,97.65625,"{'sector': 0.98625, 'trend': 1.0, 'pos': 1.0, 'mom': 1.0, 'liq': 1.0, 'recog': 0.6}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[半导体](当日涨幅分位99%, 板块涨停8家) 距60日高点1.3% 20日涨幅18.4%",板块[半导体]轮动延续/资金承接,收盘12.68 MA20上方 量比1.94,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收12.68,板块退潮补跌/资金承接不足/持续阴跌,1
2026-01-16,2026-01-19,defensive,nlu,000400.SZ,许继电气,电网设备,96.6484375,"{'sector': 0.9459375, 'trend': 1.0, 'pos': 1.0, 'mom': 1.0, 'liq': 1.0, 'recog': 0.6}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[电网设备](当日涨幅分位91%, 板块涨停8家) 距60日高点5.9% 20日涨幅13.7%",板块[电网设备]轮动延续/资金承接,收盘29.15 MA20上方 量比1.29,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收29.15,板块退潮补跌/资金承接不足/持续阴跌,1
2026-01-19,2026-01-20,normal,lu,601616.SH,广电电气,电网设备,98.5,"{'theme': 1.0, 'ladder': 0.9, 'seal': 1.0, 'time': 1.0, 'liq': 1.0, 'struct': 1.0}",涨停组: 电网设备方向 2板 封单比17.9% 涨停时间09:31 题材内涨停6家 成交6.5亿,电网设备+数据中心+出口,2连板 换手承接量比1.62,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收5.04,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-01-19,2026-01-20,normal,lu,002339.SZ,积成电子,电网设备,98.5,"{'theme': 1.0, 'ladder': 0.9, 'seal': 1.0, 'time': 1.0, 'liq': 1.0, 'struct': 1.0}",涨停组: 电网设备方向 2板 封单比15.3% 涨停时间09:34 题材内涨停6家 成交7.5亿,电网设备+中标+特高压,2连板 换手承接量比1.35,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收11.4,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-01-19,2026-01-20,normal,nlu,000533.SZ,顺钠股份,电网设备,97.7265625,"{'sector': 0.9890625000000001, 'trend': 1.0, 'pos': 1.0, 'mom': 1.0, 'liq': 1.0, 'recog': 0.6}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[电网设备](当日涨幅分位98%, 板块涨停21家) 距60日高点7.9% 20日涨幅16.1%",板块[电网设备]轮动延续/资金承接,收盘9.71 MA20上方 量比0.99,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收9.71,板块退潮补跌/资金承接不足/持续阴跌,1
2026-01-19,2026-01-20,normal,nlu,002707.SZ,众信旅游,旅游及酒店,96.140625,"{'sector': 0.8456250000000001, 'trend': 1.0, 'pos': 1.0, 'mom': 1.0, 'liq': 1.0, 'recog': 1.0}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[旅游及酒店](当日涨幅分位93%, 板块涨停2家) 距60日高点7.8% 20日涨幅19.4%",板块[旅游及酒店]轮动延续/资金承接,收盘8.38 MA20上方 量比1.08,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收8.38,板块退潮补跌/资金承接不足/持续阴跌,1
2026-01-20,2026-01-21,normal,lu,601616.SH,广电电气,电网设备,85.0,"{'theme': 0.4, 'ladder': 1.0, 'seal': 1.0, 'time': 1.0, 'liq': 1.0, 'struct': 1.0}",涨停组: 电网设备方向 3板 封单比45.4% 涨停时间09:30 题材内涨停3家 成交4.0亿,电网设备+数据中心+出口,3连板 换手承接量比0.90,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收5.54,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-01-20,2026-01-21,normal,lu,002165.SZ,红宝丽,化学制品,76.0,"{'theme': 0.4, 'ladder': 0.55, 'seal': 1.0, 'time': 0.85, 'liq': 1.0, 'struct': 1.0}",涨停组: 环氧丙烷方向 1板 封单比25.5% 涨停时间10:08 题材内涨停3家 成交7.3亿,环氧丙烷+硬泡聚醚+异丙醇胺,1连板 换手承接量比2.13,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收8.72,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-01-20,2026-01-21,normal,nlu,601216.SH,君正集团,化学原料,98.71875,"{'sector': 0.94875, 'trend': 1.0, 'pos': 1.0, 'mom': 1.0, 'liq': 1.0, 'recog': 1.0}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[化学原料](当日涨幅分位95%, 板块涨停3家) 距60日高点2.2% 20日涨幅22.6%",板块[化学原料]轮动延续/资金承接,收盘5.44 MA20上方 量比0.92,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收5.44,板块退潮补跌/资金承接不足/持续阴跌,1
2026-01-20,2026-01-21,normal,nlu,600176.SH,中国巨石,建筑材料,96.203125,"{'sector': 0.8781249999999999, 'trend': 1.0, 'pos': 1.0, 'mom': 1.0, 'liq': 1.0, 'recog': 0.85}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[建筑材料](当日涨幅分位86%, 板块涨停3家) 距60日高点2.1% 20日涨幅25.4%",板块[建筑材料]轮动延续/资金承接,收盘19.00 MA20上方 量比0.84,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收19.00,板块退潮补跌/资金承接不足/持续阴跌,1
2026-01-21,2026-01-22,aggressive,lu,002809.SZ,红墙股份,化学制品,78.5,"{'theme': 0.2, 'ladder': 0.9, 'seal': 1.0, 'time': 1.0, 'liq': 1.0, 'struct': 1.0}",涨停组: 环氧丙烷方向 2板 封单比16.9% 涨停时间09:30 题材内涨停2家 成交3.6亿,环氧丙烷+化工+装配式建筑,2连板 换手承接量比2.45,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收13.31,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-01-21,2026-01-22,aggressive,lu,000688.SZ,国城矿业,小金属,75.0,"{'theme': 0.6, 'ladder': 0.55, 'seal': 0.7, 'time': 0.85, 'liq': 1.0, 'struct': 1.0}",涨停组: 黄金方向 1板 封单比10.3% 涨停时间10:30 题材内涨停4家 成交11.0亿,黄金+锂矿+钼矿+业绩高增,1连板 换手承接量比1.53,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收27.92,高位情绪兑现/次日低开大幅回撤/炸板断板,1
